,mod
9606,S400
9607,H8
9608,Future
9609,G7050
9610,HUAWEI Y360-U72
9611,PAP4040_DUO
9612,Diamond
9613,G100i
9614,SM-N9200
9615,NB751
9616,LYA-L29
9617,C100
9618,Colors P65
9619,PKT411
9620,LAMZIEN-P1
9621,H860
9622,M7-3G_QC_3
9623,M3 Max
9624,Haier G40
9625,Azumi KIREI A4 D
9626,U504TL
9627,C251
9628,PMP7280C
9629,PH5003
9630,KYV34
9631,SPARK2
9632,Passion P5
9633,itel A14RU
9634,PHS-601
9635,S45B
9636,ConeXis X1
9637,A1815
9638,VOYAGER2 DG310
9639,T08
9640,K31
9641,mione Hero 5
9642,V15Pro
9643,P35
9644,Lenovo A7020a40
9645,T1K
9646,SM-M105G
9647,OPPO A73
9648,Venture 1
9649,ARK Benefit A3
9650,A9_Pro
9651,A552
9652,Z3351S
9653,KYV31
9654,FIND7
9655,BQ-5517L
9656,Q1
9657,HUAWEI MT7-CL00
9658,M9 Pro
9659,ALCATEL ONE TOUCH 4037N
9660,V505920
9661,PSPT450
9662,QMobile Q Infinity D
9663,SHARE
9664,BQ-5519L
9665,A30
9666,N360 Neo
9667,SM-A700H
9668,OK-LS1
9669,HUAWEI G700-U00
9670,TECNO LB8
9671,lPHONE
9672,R23
9673,Xperia UL
9674,F708
9675,SM-A105FN
9676,IdeaTabA1000-G
9677,Lion_Dual
9678,ZA 989
9679,K802
9680,meizu X8
9681,PAP5000TDUO
9682,X90L
9683,K00E
9684,VS876
9685,C5302
9686,SPH-L520
9687,Samsung s3 mini+
9688,RIDGE
9689,P50_Touch
9690,Xtreme XT84
9691,BQ-5514G
9692,AGS2-L09
9693,SM-A205FN
9694,OPPO A57
9695,N570
9696,LM-G710N
9697,K7 Power
9698,vivo 1907
9699,T1J
9700,Archos 45c Helium
9701,V55
9702,Huawei Y301A1
9703,A23
9704,GM 5 d
9705,N-07D
9706,N770
9707,Fero A4001 Plus
9708,Q05A
9709,IM4
9710,Le2 x527
9711,Ocean_8
9712,SM-G977N
9713,pop
9714,Konnect Prime
9715,GLOW 7 2.1
9716,Maximus V.1.2
9717,PMT5777_3G
9718,Andi 5N Dude
9719,U701
9720,BL9000
9721,T35
9722,M10A-Lite
9723,LG-E435
9724,vivo Y923
9725,SM-J100Y
9726,i9501
9727,J6
9728,DM-01G
9729,TURKCELL T40
9730,E8
9731,NASCO TANGO 7
9732,i6i Dual
9733,A240
9734,MB_530
9735,I509
9736,E1000
9737,Mega Plus3
9738,A621BL
9739,W-K510-BYT
9740,G621-TL00
9741,INTEX IP0418ND
9742,W5S-IPS
9743,EVERCOSS A7F
9744,X909
9745,MITO A300
9746,M2S
9747,X82
9748,super 5
9749,i7_Plus
9750,Xtreme 1
9751,BCM23550_TEST_PHONE
9752,STARSHINE5
9753,F-03H
9754,UMI_G
9755,GT-S5312B
9756,X9079
9757,GIONEE S10 lite
9758,ZTE G720T
9759,9027X
9760,HTC U12+
9761,motorola one vision
9762,O+ 360
9763,ZTE BLADE A0605
9764,T1-A21w
9765,DUB-LX3
9766,Mediatek MTK8173 Chromebook
9767,DROIDZ Play
9768,IM-A870L
9769,SGH-T399N
9770,LT18i
9771,PMT3157_4G
9772,Compact
9773,FS401
9774,Karbonn A108 Plus
9775,F1S
9776,Sky Plus
9777,Lenovo K51c78
9778,LG-F690S
9779,ALCATEL_4034A
9780,SM-E500F
9781,TECNO AB7
9782,Z559DL
9783,LG-M320G
9784,ODYSSEY O2
9785,STK Storm 2e Pluz
9786,SHV-E310K
9787,CAM-TL00
9788,Leagoo M6
9789,Nomi_C101030
9790,MYA-AL10
9791,SC-02E
9792,HUAWEI C8815
9793,iQGW516
9794,Gpower 3
9795,Micromax A075
9796,A420S
9797,C8 Pro
9798,PMT3137_3G
9799,T2 PLUS
9800,Galaxy Tab 2 3G
9801,moto g(7) optimo maxx(XT1955DL)
9802,VFD 527
9803,ENERGY S500E
9804,HTC Desire 650 dual sim
9805,Photo Pro
9806,Amber+
9807,Y8C
9808,HF522
9809,SM-A305GT
9810,PSP5470DUO
9811,V360
9812,SM-J337R4
9813,i8400
9814,AMN-LX1
9815,ZpadX7
9816,Q820
9817,V142
9818,LG-X135
9819,TA-1044
9820,SP9
9821,TA-40
9822,itel W6003
9823,Qpad_Xstone
9824,R819
9825,402SH
9826,DM-01J
9827,CHE-TL00H
9828,cm84
9829,Plane_7548S_4G_PS7160PL
9830,TECNO P703
9831,9008N
9832,MAKU
9833,XQ Dual
9834,GN5005L
9835,Turbo C4 Plus
9836,VIPRO PRO 1
9837,Studio 50
9838,ZTE Blade D6 Lite 3G
9839,POT-LX3
9840,SM-A107F
9841,ACE3
9842,LG-LS980
9843,Tecno V86
9844,KM1015HK
9845,F-01K
9846,Passport
9847,swisstone SD 530
9848,GEN30
9849,Mate 23
9850,VFD700
9851,A820
9852,i-mobile IQX OKU
9853,Z813
9854,Life Ace
9855,T1K Plus
9856,KYOCERA-C6745
9857,MID1328
9858,HTC_D826y
9859,C-6
9860,K16
9861,Telemor T8501
9862,Y777_Fire
9863,La_Tab_114
9864,SAMSUNG-SM-T217A
9865,5049E
9866,AWM501
9867,ASUS_T00K
9868,find X
9869,BQ-1085L
9870,GT-I9080L
9871,XZ1
9872,Mars 8
9873,HTC_D626q
9874,F105
9875,P021
9876,X-pad SHINE 8.1 3G (revision 3)
9877,O51
9878,H1
9879,M6
9880,AS-503
9881,Evolio S4 Cobalt
9882,HTC One M9PLUS
9883,BLUESONIC
9884,Redplus R9
9885,LS032M
9886,M578
9887,Forward F8
9888,LG-D723
9889,Y511
9890,ONA19TB007
9891,HM2014812
9892,ELT0801
9893,A850i
9894,G9
9895,SM-G530R4
9896,Grand 1
9897,OJOS CIELO
9898,M706P
9899,SM-T837V
9900,V10_4G
9901,Asiadroid AF99
9902,PSP7551DUO
9903,SM-J5008
9904,Bonvi Prime
9905,BQ-1082G
9906,Beon F1
9907,G6
9908,P30 Mini
9909,IQ440
9910,LM-X420
9911,T906
9912,SM-N9006
9913,SM-J737R4
9914,Moto Z3 Play
9915,Oplus_Ultra_3
9916,Infinix X625C
9917,SM-G973F
9918,5059Y
9919,A8s
9920,Prism II
9921,K014
9922,LG-P769
9923,ROCKET II
9924,Amazing_X3s_16G
9925,LG-D285
9926,GT-S5310C
9927,Capture+
9928,ZTE V967S
9929,10x
9930,Plane_7552M_3G_PS7165MG
9931,SM-J7+[9]
9932,Venue 7 HSPA+
9933,SM-G925D
9934,VERTEX Impress Easy
9935,Infinix_X521_LTE
9936,Micromax D306
9937,Impress Winner
9938,BQS-5004
9939,X-TIGI_JOY10_PRO
9940,W_C200SN
9941,P30
9942,InFocus M550 3D
9943,LG-F490L
9944,5046I
9945,TECNO CB7j
9946,HUAWEI U8666E
9947,LenovoA3300-HV farsi by www.pars-gsm.com
9948,SM-G900T3
9949,Micromax Q398
9950,GT-N8010
9951,DKL01
9952,Super 9
9953,Forme R7S
9954,Razar
9955,L551
9956,P551S
9957,Panasonic P55
9958,R823T
9959,I4332
9960,V550_Vision
9961,Curve9
9962,P6_Qmax
9963,SM-N935L
9964,Griffe T8 Plus
9965,RMX1827
9966,Opulent
9967,PSP3495DUO
9968,M651G
9969,You
9970,GOME_2018X07A
9971,KAZAM Thunder 345L
9972,BQ-5515L
9973,Lenovo A2860
9974,PantechP4100
9975,G25523K
9976,BQru-5037
9977,Flare S8
9978,Z9
9979,SC-06D
9980,Micromax A064
9981,XT918
9982,SM-A710Y
9983,TECNO KC1j
9984,AX1072
9985,Lenovo S860
9986,GVILL
9987,Q7A+
9988,MITO_A780
9989,STRATUS
9990,SYMTAB60
9991,SCV39
9992,Studio X8 HD
9993,L60 Pro
9994,X1 Beats
9995,1804
9996,verykools5036
9997,AMN-LX3
9998,Haier A16C3H
9999,L500C
10000,SHOWN_P1+
10001,SM-A7
10002,PSP3519DUO
10003,Flair P1
10004,TECNO KC1
10005,S710
10006,C702
10007,AERIAL PLUS
10008,VIDA_i512
10009,HUAWEI Y550
10010,i3L
10011,RMX1833
10012,S71
10013,Hero
10014,Lenovo YT3-X90F
10015,Tecno G636
10016,S4-KC
10017,X-treme_PQ31
10018,S550 Pro
10019,Flare Y3 Pro
10020,ZB601KL
10021,SM-G930L
10022,5047U
10023,X300
10024,Quatro 10
10025,F6
10026,Andromax AD683J
10027,SC-02G
10028,GEN16
10029,ALCATEL ONE TOUCH 992D
10030,IM-A910S
10031,STV100-3
10032,Lenovo A5600
10033,TECNO-L8
10034,itel A52 Lite
10035,P1-mini
10036,itel W6002
10037,d-01J
10038,TA-1000
10039,HUAWEI CUN-L02
10040,i1 Desire
10041,X1_Light
10042,SM-V9 Active
10043,Thrill View
10044,Twist 2 Fit
10045,SC985
10046,T706
10047,RAINBOW JAM 4G
10048,A51
10049,M706-L08A
10050,Grand 2
10051,VOX Energy
10052,ZTE Blade A531
10053,TZ831
10054,Plane 7.12 3G PS7012PG
10055,SM-S757BL
10056,LEO_DG280
10057,P1m
10058,P5047A
10059,SCH-I200
10060,VOX_FORTIS
10061,GK738
10062,LM-X120
10063,SC-02L
10064,Archos 50c Helium
10065,PZ4
10066,SM-A605F
10067,SM-G316M
10068,REVVL 2 PLUS
10069,Royale_X2
10070,LM-G820
10071,HUAWEI G750-T20
10072,DASH X PLUS
10073,Venus_R9
10074,SM-M30
10075,XL-103Q
10076,BQS-4009
10077,SYNQ
10078,WT19i
10079,LG-E612
10080,HUAWEI CAM-L23
10081,704-G
10082,Pixel 3a
10083,ODYSSEY PERRI
10084,Venus10
10085,M20
10086,RMX1911
10087,G1101T
10088,Q151
10089,Nokia 7.1
10090,VjoySupreme
10091,itel L5503L
10092,A658t
10093,GT-P7500
10094,F5mini
10095,P5Life
10096,202F
10097,iris 705
10098,S5E+
10099,C_Note_Pro
10100,A724G
10101,X3_Soul_Lite
10102,V97
10103,HTC D816w
10104,BQ-1077L
10105,HP Pavilion 15 Notebook PC
10106,ET2
10107,SM-A310M
10108,HUAWEI G610-T11
10109,Cloud Jewel
10110,SM-T331
10111,SECRET_mini
10112,Z5151V
10113,GT-I9158P
10114,SHV-E120L
10115,P6000_Plus
10116,QMobile T300
10117,MACHONEPLUS
10118,T1M
10119,MITO T80
10120,M002G-2
10121,SM-N970U
10122,Plane 1525 3G PS1137MG
10123,SM-G935L
10124,Archos 60 Platinum
10125,SM-N975F
10126,SGH-T889
10127,Eternity_G25
10128,SMART Start
10129,LG-P705
10130,ZTE Blade III Pro
10131,Z309
10132,SM-A510L
10133,GT-P7300
10134,C03
10135,HW-01E
10136,CPH1933
10137,Evo 2
10138,HUAWEI G610-U20
10139,SPARK S50
10140,JOY2
10141,NYX_ALTER
10142,SM-V7 Active
10143,SM-G7508Q
10144,Power Ice Evo
10145,Ilium M1
10146,D6643
10147,Y11s
10148,S55A
10149,LT28i
10150,IDEA
10151,ATOM 4G
10152,EVERCOSS A7Z
10153,itel it1550
10154,ZTE Blade A515
10155,IM-A860L
10156,A22
10157,SC-03L
10158,QMobile X80
10159,Chronos Hydra
10160,M370
10161,Glory G1
10162,LIGHT MINI
10163,LG-D340f8
10164,EVERCOSS A7L
10165,DG800
10166,Archos Sense 55 DC
10167,Aquaris V Plus
10168,SCH-R830
10169,NOBLEX N401
10170,Studio View XL
10171,SGH-T699
10172,EGO Note 3G
10173,Q519+
10174,Vortech3.0
10175,Neffos_Y7
10176,X98 Air 3G
10177,W-K130-TMV
10178,H8314
10179,SH-Z01
10180,Myria_Grand_4G
10181,SERA S828
10182,PEARL
10183,iQW603
10184,Beyond 3
10185,Ultra Sync
10186,GT-I9158V
10187,Life 7S
10188,SM-A70
10189,TAB738
10190,Philips_S388
10191,i120
10192,moto g(7) supra
10193,QMobile A65
10194,A10_Lite
10195,Smart5
10196,InFocus M320
10197,MyPhone A919i Duo
10198,MX5
10199,X4_CRISTAL
10200,Optima 7.21 3G TT7021PG
10201,VIVA
10202,HP Chromebook 11 G5 / HP Chromebook 11-vxxx
10203,Studio G4
10204,Lenovo Z90-7
10205,5056E
10206,MIDM-TB733
10207,Note 9
10208,150242
10209,G7060
10210,SP9832A
10211,A7+ Pro
10212,Like_4U
10213,SM-G357M
10214,SM-T335L
10215,Gemini
10216,WE T1
10217,4049X
10218,Y340-U081
10219,TA-4
10220,TECNO DP7CPRO
10221,SM-G9006V
10222,LG-D625
10223,Archos 101c Neon
10224,EGP008
10225,SM-T255S
10226,FLOW6S
10227,VS571
10228,J5 prime
10229,Pass3G
10230,moto e6
10231,Platinum D5
10232,GT-S7568
10233,QMobile i8i Pro II
10234,FZ101
10235,ZTE BLADE A125
10236,Lenovo TB-8504L
10237,T2
10238,TECNO IN6
10239,Y8 Plus
10240,i-mobile_i-STYLE_219
10241,6045F
10242,G-3
10243,thl T6S
10244,ML-JI-M7_3G_PLUS
10245,SM-A305N
10246,MAGNO C
10247,ST8200
10248,6055D
10249,iris402+
10250,NX612J
10251,SM-A205U
10252,Symphony i110
10253,CPH1931
10254,Note 5X
10255,SM-M307F
10256,Infinix G636
10257,Wave i007Kids
10258,G-TiDE
10259,Flare J8 LTE
10260,BV9700Pro
10261,coral
10262,Easy
10263,EverStar Q50
10264,LP DAISY
10265,HTC 802w
10266,5152D
10267,B255
10268,BLU R1 HD
10269,Lenovo X2-TO
10270,Primo HM4+
10271,KAZAM Trooper 450
10272,Ureki_U1
10273,LG-H788n
10274,AS-5412 max
10275,SLIDE_SP4523
10276,F7000
10277,Micromax Q325
10278,Twist 2 Pro
10279,Cobalt Solus2
10280,M13
10281,L6
10282,SpeedX
10283,HT0703K16
10284,swisstone SD 510
10285,M70
10286,LGLS885
10287,ZUR70016
10288,Primo RM3
10289,OPPO A37m
10290,Lion 1
10291,ALIGATOR S6000
10292,vivo X7Plus
10293,Atom Action
10294,Primo RX4
10295,CITY55
10296,iris88_lite
10297,Z353VL
10298,Ilium M7s
10299,miTab_Seattle
10300,U304AA
10301,GSmart Essence
10302,QMobile X300
10303,ALCATEL ONE TOUCH 8000D
10304,HP Slate 6 Voice Tab
10305,HTC_U-3u
10306,Evershine Plus
10307,Nomi i5010
10308,REVVLRY+
10309,TECNO KC8
10310,SM-T510X
10311,SM-T719C
10312,TIERRA lite
10313,Ulefone_Note 7
10314,IQ4413_Quad
10315,PSP5545DUO
10316,S5006
10317,LEAGOO Lead7
10318,P45
10319,A920
10320,vivo 1908
10321,nova 5
10322,OPPO A33
10323,X200
10324,5008U
10325,M733
10326,Diamond Max
10327,SM-G850W
10328,Primo F8
10329,PGN607
10330,S9+
10331,BAH2-L09
10332,AX-6
10333,HUAWEI Y635-TL00
10334,prime x
10335,MFLoginPh
10336,Lenovo A3800
10337,Neffos_X9
10338,SM-T537R4
10339,HM-I506-W
10340,Lenovo S920_ROW
10341,M002Q-2
10342,EGQ236BD
10343,LM-X420N
10344,HTC first
10345,Legend
10346,CK3-01
10347,TECNO-WX3P
10348,Philips S309
10349,TCL P360W
10350,GT-I8200Q
10351,XZ
10352,ASUS_T00P
10353,Z5031O
10354,QMobile Blue 5
10355,V183
10356,Micromax A200
10357,X75
10358,TWZ Y1
10359,Nexus 10
10360,Optima
10361,X-TIGI_V5
10362,NXA8QC116
10363,MX107
10364,Wise+
10365,Jax X
10366,NEOV4
10367,ZTE Blade A460
10368,SMART_PLUS
10369,X-TIGI_V18 Pro
10370,LT_M5
10371,B8504
10372,GT-I8550L
10373,ETHOS
10374,I9403 BRAZIL
10375,APEX
10376,HTC_D310n
10377,LG-D681
10378,Avvio_775
10379,TECNO-Y3+
10380,arrowsM03
10381,moto e5 go
10382,Lenovo A360t
10383,FUN_18x9
10384,SM-T815Y
10385,CPH1938
10386,V60
10387,HTC Desire S
10388,HTC One_M8 Eye
10389,SM-G3608
10390,FMT-NM7058-02
10391,Tesla
10392,Kata-C3
10393,GT50 L
10394,GM1913
10395,Haier A45
10396,BBB100-1
10397,LML713DL
10398,Flare J3 Max
10399,Blade L3
10400,XTD3268
10401,C_Note
10402,A800
10403,Z755
10404,BLADE A6
10405,EBK_5014G
10406,AT1G*
10407,PMT5887_3G
10408,Life Geo
10409,5060D_EEA
10410,Mate 10
10411,LT200
10412,LYA-L09
10413,Impress_Luck4G_NFC
10414,Lenovo PB2-650Y
10415,Marathon
10416,R255B
10417,Supreme_Fine_Mini
10418,HTC Desire 516 dual sim
10419,Nokia 1 Plus
10420,AP-115G
10421,LG-F200L
10422,X5_Soul_Mini
10423,iCherry C222
10424,INTENSE Hype
10425,Qtouch_Q85
10426,SMD_4026A
10427,A3_Pro
10428,Lenovo A368T
10429,Energy S500
10430,Lenovo L38012
10431,SUPRA M722G
10432,ZTE Blade A7 2019
10433,GSM57
10434,ZTE Blade A5 2019
10435,NS-15AT08
10436,Neffos X1
10437,H4331
10438,Bp 138 View
10439,Life 10 Pro
10440,B340
10441,DROIDZ Quart
10442,PSP7570DUO
10443,Pr6144
10444,F3 Plus
10445,LG-D805
10446,WC300
10447,GX3 Plus
10448,ASUS_X550
10449,Maximus D1
10450,Primo G8i 4G
10451,Optima 7013 TS7093RW
10452,TCLGalaG60(9108A)
10453,5063
10454,Ixion M255
10455,Ilium M7
10456,SM-N915P
10457,E5500LTE
10458,L590A
10459,LAFAEK
10460,X27 plus
10461,LG-D838
10462,P20 HOT
10463,3G Q45(2+16GB)
10464,AT7A
10465,Micromax Q306
10466,SM-A605K
10467,Numy_3G_Sword
10468,W-K130-EEA
10469,Impress_Aqua
10470,A1_Neo
10471,GT-I8160L
10472,V48
10473,SM-A600A
10474,GT-S7898
10475,Z916BL
10476,M6 Note
10477,BV2000
10478,Note2
10479,WE A1
10480,TECNO KB2h
10481,SM-J701F/DS
10482,TECNO BA2
10483,Play_1i
10484,HUAWEI Y600-U351
10485,FAST7 3G
10486,A450
10487,V15 Mini
10488,Chacer
10489,Infinix X650
10490,ASUS MeMO Pad 7
10491,GSR2
10492,HUAWEI Y330-U15
10493,Hynex H3+
10494,Orange Rise 54
10495,W1450
10496,0PCV1
10497,U50A
10498,Elite M45
10499,ADVAN Q7A
10500,SM-A505GT
10501,Ixion ES850
10502,F702
10503,Next Infinity
10504,ASUS_X009DB
10505,Plane 7539E 4G PS7155ML
10506,V9 mini
10507,MyPhone MY36
10508,A210
10509,F3_Pro
10510,Micromax E4816
10511,ACE2
10512,V11i
10513,INTENSE 8
10514,Neffos Y7
10515,ALCATEL ONE TOUCH 6030X
10516,GT-T150
10517,X2_Twin
10518,MyPhone my73 DTV
10519,E1060X
10520,6045O
10521,GEN33
10522,CPH1917
10523,VISION 5X
10524,IP8
10525,FLARE S5 MAX
10526,FAST73G
10527,ASUS_X009DD
10528,4032X
10529,Plane 7004 3G PS7032MG
10530,HUAWEI G510-0251
10531,AF5
10532,iCherryC99
10533,CPH1920
10534,BLU ADVANCE 4.0 L
10535,Vivo 6
10536,Neo4_5
10537,V9mini
10538,SM-A505FM
10539,BQru-1081G
10540,X_Ultra
10541,vivo 1910
10542,Archos Core 57S
10543,IQ4503 Quad
10544,E600
10545,A83
10546,Infinix X609B
10547,Primo NX4
10548,QMobile i8i 2019
10549,Digi R1
10550,BL5500_Lite
10551,Alcatel B 5033T
10552,RX-1
10553,PC8020
10554,HUAWEI P9 lite
10555,ZTE Blade A7 2019RU
10556,SOLAR A8
10557,2014816
10558,N9518
10559,Mi 9X
10560,Alcatel_5008R
10561,B355
10562,Cloud String V2.0
10563,ELUGA_I7_EE
10564,Xtreme-V30
10565,UMI_London
10566,FTJ152A
10567,TS-444
10568,M10Plus
10569,SM-T515
10570,Q415
10571,YAL-L21
10572,CPH1937
10573,SM-S260DL
10574,Race 1
10575,VOX STEEL Plus
10576,K105
10577,moto e(6) plus
10578,PadFone Infinity
10579,XT1096
10580,HTC One S
10581,6607
10582,Performance
10583,QMobile S9
10584,LeMoov
10585,Neon Storm
10586,S5E_Core
10587,YUHO_Y1_ACE
10588,Top 1
10589,L800
10590,DLT-H0
10591,Coolpad 8297L-I00
10592,QMobile V2
10593,HTC331ZLVWPP
10594,i980+
10595,F1-F2-F3-M10-Y900-B5
10596,MI 9
10597,SM-A307FN
10598,A80A
10599,P3100
10600,Z12 PRO
10601,ML02-M7S-Quad-Core
10602,ASUS_Z016D
10603,Primo R5
10604,A3_Lite
10605,K107
10606,LG-H221
10607,A328
10608,V551 Aura
10609,S93
10610,COVET mini
10611,WS056
10612,HTC_D10u
10613,M55B
10614,AX535
10615,OPPO A33m
10616,HTC 2Q55300
10617,VT-12
10618,Alcatel 7046T
10619,itel W5008
10620,Primo R6
10621,Chromebook 11 Model 3180
10622,SCL23
10623,P30A
10624,SM-A810S
10625,X-TIGI_Vision 6
10626,E7L
10627,TB-716U
10628,SM-T337V
10629,LG-P716
10630,LG-D213
10631,P706
10632,Phonenix50S
10633,Mi 9T
10634,LG-E615f
10635,SM-J120W
10636,Admire Neo
10637,Lenovo X3c70
10638,Ilium Alpha 3
10639,NAVTECH_TOUCHY_F2
10640,Ixion E150
10641,C10 Pro
10642,M7-3G-PLUS
10643,Tecno V2
10644,VINUS V9
10645,G7
10646,Z455
10647,K10000 Mix
10648,ILIUM L1000
10649,InFocus M808
10650,Platinum_F5
10651,CHC-U23
10652,F15
10653,itel it1403+
10654,HIT Q400 3G HT4023PG
10655,D5103
10656,SH-01L
10657,VOX POP Pro
10658,Platinum_E5
10659,Micromax A350
10660,Cactus
10661,RMX1971
